"TID","RU"
"TID_CONTEXT_MENU_CLAN_PROMOTE","TEST"
"TID_CONTEXT_MENU_CLAN_DEMOTE","TEST"
"TID_CONTEXT_MENU_CLAN_KICK","TEST"
"TID_CONTEXT_MENU_SEE_PLAYING_TEAMS","TEST"
"TID_CONTEXT_MENU_SHARE_REPLAY_TO_CLUB","TEST"
"TID_TEAM_CHAT_TAB_MESSAGE","TEST"
"TID_TEAM_CHAT_TAB_LOG","TEST"
"TID_TEAM_CHAT_TAB_SAY","TEST"
"TID_TEAM_CHAT_TAB_CHAT","TEST"
"TID_BUTTON_NAVI_FRIENDS","TEST"
"TID_BUTTON_NAVI_CLAN","TEST"
"TID_CLAN_POPUP_TITLE","TEST"
"TID_CLAN_SEARCH_POPUP_TITLE","TEST"
"TID_CLAN_JOIN_POPUP_TITLE","TEST"
"TID_CLAN_POPUP_TAB_CHAT","TEST"
"TID_BUTTON_SCID","TEST"
"TID_BUTTON_NAVI_CHAT","TEST"
"TID_BUTTON_NAVI_TEAM","TEST"
"TID_GAME_MODE_16","TEST"
"TID_GAME_MODE_16_DESC","TEST"
"TID_CTF_INTRO_TEXT","TEST"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","TEST"
"TID_CTF_2","TEST"
"TID_HINT_CTF_STEAL_GIFT","TEST"
"TID_HINT_CTF_BRING_GIFT_BACK","TEST"
"TID_CTF_GOAL","TEST"
"TID_CTF_GOAL_MATCH_OVER","TEST"
"TID_IAP_XMAS_19_GENERIC","TEST"
"TID_IAP_XMAS_19_GENERIC_2","TEST"
"TID_IAP_NEW_YEAR_20","TEST"
"TID_IAP_COINPACK_GENERIC","TEST"
"TID_GOLDRUSH_35","TEST"
"TID_GOLDRUSH_36","TEST"
"TID_GOLDRUSH_37","TEST"
"TID_GOLDRUSH_38","TEST"
"TID_GOLDRUSH_39","TEST"
"TID_GOLDRUSH_40","TEST"
"TID_GOLDRUSH_41","TEST"
"TID_GOLDRUSH_42","TEST"
"TID_GOLDRUSH_43","TEST"
"TID_GOLDRUSH_44","TEST"
"TID_GOLDRUSH_45","TEST"
"TID_BANKHEIST_19","TEST"
"TID_BANKHEIST_20","TEST"
"TID_BANKHEIST_21","TEST"
"TID_BANKHEIST_22","TEST"
"TID_BANKHEIST_23","TEST"
"TID_BANKHEIST_24","TEST"
"TID_BANKHEIST_25","TEST"
"TID_BANKHEIST_26","TEST"
"TID_WANTED_18","TEST"
"TID_WANTED_19","TEST"
"TID_WANTED_20","TEST"
"TID_WANTED_21","TEST"
"TID_WANTED_22","TEST"
"TID_WANTED_23","TEST"
"TID_WANTED_24","TEST"
"TID_WANTED_25","TEST"
"TID_WANTED_26","TEST"
"TID_BATTLE_ROYALE_34","TEST"
"TID_BATTLE_ROYALE_35","TEST"
"TID_BATTLE_ROYALE_36","TEST"
"TID_BATTLE_ROYALE_37","TEST"
"TID_BATTLE_ROYALE_38","TEST"
"TID_BATTLE_ROYALE_39","TEST"
"TID_BATTLE_ROYALE_40","TEST"
"TID_BATTLE_ROYALE_41","TEST"
"TID_BATTLE_ROYALE_42","TEST"
"TID_BATTLE_ROYALE_43","TEST"
"TID_RICO_CLASSIC_SKIN","TEST"
"TID_RICO_CLASSIC_SKIN_SHOP","TEST"
"TID_RICO_BETA_SKIN","TEST"
"TID_RICO_BETA_SKIN_SHOP","TEST"
"TID_COLT_CORSAIR_SKIN","TEST"
"TID_COLT_CORSAIR_SKIN_SHOP","TEST"
"TID_CARL_CAPTAIN_SKIN","TEST"
"TID_CARL_CAPTAIN_SKIN_SHOP","TEST"
"TID_POCO_PIRATE_SKIN","TEST"
"TID_POCO_PIRATE_SKIN_SHOP","TEST"
"TID_BEA_LADYBUG_SKIN","TEST"
"TID_BEA_LADYBUG_SKIN_SHOP","TEST"
"TID_MAX_BLUE_SKIN","TEST"
"TID_MAX_BLUE_SKIN_SHOP","TEST"
"TID_CTF_3","TEST"
"TID_CTF_4","TEST"
"TID_CTF_5","TEST"
"TID_CTF_6","TEST"
"TID_CTF_7","TEST"
"TID_CTF_8","TEST"
"TID_STAT_DAMAGE_PER_DRONE","TEST"
"TID_GOLDRUSH_46","TEST"
"TID_EVENT_MODIFIER_11","TEST"
"TID_EVENT_MODIFIER_DESC_11","TEST"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","TEST"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","TEST"
"TID_DRILLER","TEST"
"TID_GAME_MODE_17","TEST"
"TID_KING_OF_HILL_1","TEST"
"TID_KING_OF_HILL_2","TEST"
"TID_GAME_MODE_17_DESC","TEST"
"TID_KING_OF_HILL_INTRO_TEXT","TEST"
"TID_IAP_LNY2020","TEST"
"TID_IAP_TGS2020","TEST"
"TID_IAP_VD2020","TEST"
"TID_IAP_MAR2020","TEST"
"TID_SPAWNER_DUDE_SHORT_DESC","TEST"
"TID_SPAWNER_DUDE_DESC","TEST"
"TID_SPAWNER_DUDE_WEAPON","TEST"
"TID_SPAWNER_DUDE_WEAPON_DESC","TEST"
"TID_SPAWNER_DUDE_ULTI","TEST"
"TID_SPAWNER_DUDE_ULTI_DESC","TEST"
"TID_SPEC_ABI_SPAWNER_DUDE_1","TEST"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","TEST"
"TID_SPEC_ABI_SPAWNER_DUDE_2","TEST"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","TEST"
"TID_SPAWNER_DUDE_OVERCHARGE","TEST"
"TID_SPAWNER_DUDE_OVERCHARGE_DESC","TEST"
"TID_HINT_GET_TO_ZONE","TEST"
"TID_HERO_INFO_TITLE","TEST"
"TID_HERO_UPGRADE_TITLE","TEST"
"TID_HERO_INFO_GENERICS_HEADER","TEST"
"TID_HERO_INFO_HERO_SPEED","TEST"
"TID_HERO_INFO_SPEED_0","TEST"
"TID_HERO_INFO_SPEED_1","TEST"
"TID_HERO_INFO_SPEED_2","TEST"
"TID_HERO_INFO_SPEED_3","TEST"
"TID_HERO_INFO_SPEED_4","TEST"
"TID_HERO_INFO_ATTACK_SPEED","TEST"
"TID_HERO_INFO_ATTACK_RANGE","TEST"
"TID_HERO_INFO_ATTACK_DAMAGE","TEST"
"TID_HERO_INFO_STUN_DURATION","TEST"
"TID_HERO_INFO_LONG_DASH_DELAY","TEST"
"TID_HERO_INFO_RANGE_0","TEST"
"TID_HERO_INFO_RANGE_1","TEST"
"TID_HERO_INFO_RANGE_2","TEST"
"TID_HERO_INFO_RANGE_3","TEST"
"TID_HERO_INFO_HEALTH","TEST"
"TID_HERO_INFO_ATTACK_TYPE","TEST"
"TID_HERO_INFO_HEAL","TEST"
"TID_PROTECT_SCORE_ZONE","TEST"
"TID_8BIT_VIRUS_SKIN","TEST"
"TID_8BIT_VIRUS_SKIN_SHOP","TEST"
"TID_TARA_STREET_NINJA_SKIN","TEST"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TEST"
"TID_BIBI_GAMER_SKIN","TEST"
"TID_BIBI_GAMER_SKIN_SHOP","TEST"
"TID_PIPER_CUPID_SKIN","TEST"
"TID_PIPER_CUPID_SKIN_SHOP","TEST"
"TID_NITA_KOALA_SKIN","TEST"
"TID_NITA_KOALA_SKIN_SHOP","TEST"
"TID_MRP_AGENT_SKIN","TEST"
"TID_MRP_AGENT_SKIN_SHOP","TEST"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","TEST"
"TID_HERO_INFO_DURATION","TEST"
"TID_HERO_INFO_CHANGE_CHARACTER_DURATION","TEST"
"TID_HERO_INFO_DAMAGE_REDUCTION","TEST"
"TID_HERO_INFO_LIFE_STEAL","TEST"
"TID_HERO_INFO_FEAR_DURATION","TEST"
"TID_SPAWN_BUILDING_HEALTH","TEST"
"TID_PORTER_HEALTH","TEST"
"TID_PORTER_DAMAGE","TEST"
"TID_KING_OF_HILL_3","TEST"
"TID_KING_OF_HILL_4","TEST"
"TID_KING_OF_HILL_5","TEST"
"TID_KING_OF_HILL_6","TEST"
"TID_KING_OF_HILL_7","TEST"
"TID_KING_OF_HILL_8","TEST"
"TID_KING_OF_HILL_9","TEST"
"TID_KING_OF_HILL_10","TEST"
"TID_KING_OF_HILL_11","TEST"
"TID_KING_OF_HILL_12","TEST"
"TID_KING_OF_HILL_13","TEST"
"TID_KING_OF_HILL_14","TEST"
"TID_KING_OF_HILL_15","TEST"
"TID_BALL_26","TEST"
"TID_BALL_27","TEST"
"TID_BALL_28","TEST"
"TID_BALL_29","TEST"
"TID_HERO_INFO_MEDIUM","TEST"
"TID_HERO_INFO_AVERAGE","TEST"
"TID_HERO_UPGRADE_TITLE_LEVEL","TEST"
"TID_DOUBLE_POINTS","TEST"
"TID_HERO_INFO_UTILITY_LABEL","TEST"
"TID_HERO_INFO_VERSATILITY_LABEL","TEST"
"TID_HERO_INFO_OFFENSE_LABEL","TEST"
"TID_HERO_INFO_DEFENSE_LABEL","TEST"
"TID_UNDERTAKER_HAT_SKIN_SHOP","TEST"
"TID_BARLEY_WIZARD_SKIN_SHOP","TEST"
"TID_SHOTGUN_STAR_SKIN_SHOP","TEST"
"TID_QUICK_MESSAGE_ONE_MOMENT","TEST"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","TEST"
"TID_HERO_SORTING_LATEST","TEST"
"TID_IAP_BUNDLE_OFFER","TEST"
"TID_WALLY","TEST"
"TID_SETTINGS_FIND_FRIENDS","TEST"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","TEST"
"TID_KAKAO_ACCOUNT_BIND_INFO","TEST"
"TID_HERO_SCREEN_ITEM","TEST"
"TID_HERO_SCREEN_STAR_POWER","TEST"
"TID_HERO_SCREEN_OVERCHARGE","TEST"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","TEST"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","TEST"
"TID_NOTIFICATION_CC_STARTED","TEST"
"TID_NOTIFICATION_CC_ENDING","TEST"
"TID_NOTIFICATION_PSG_STARTED","TEST"
"TID_NOTIFICATION_PSG_ENDING","TEST"
"TID_NOTIFICATION_CHALLENGE_STARTED","TEST"
"TID_NOTIFICATION_CHALLENGE_ENDING","TEST"
"TID_NOTIFICATION_COIN_RUSH","TEST"
"TID_NOTIFICATION_ATTACK_DEFEND","TEST"
"TID_NOTIFICATION_BOUNTY_HUNTER","TEST"
"TID_NOTIFICATION_LASER_BALL","TEST"
"TID_NOTIFICATION_BATTLE_ROYAL","TEST"
"TID_NOTIFICATION_BOSS","TEST"
"TID_NOTIFICATION_COOP","TEST"
"TID_NOTIFICATION_RAID_BOSS","TEST"
"TID_NOTIFICATION_ROBO_WARS","TEST"
"TID_NOTIFICATION_BOSS_RACE","TEST"
"TID_NOTIFICATION_LONE_STAR","TEST"
"TID_NOTIFICATION_CTF","TEST"
"TID_NOTIFICATION_KING_OF_HILL","TEST"
"TID_NOTIFICATION_TOWN_CRUSHER","TEST"
"TID_NOTIFICATION_MULTIPLE_MODES","TEST"
"TID_NOTIFICATION_CLUB_LEAGUE_EVENT_DAY_STARTED","TEST"
"TID_FREE_BOX_AVAILABLE_0","TEST"
"TID_FREE_BOX_AVAILABLE_1","TEST"
"TID_FREE_BOX_AVAILABLE_2","TEST"
"TID_FREE_BOX_AVAILABLE_3","TEST"
"TID_FREE_BOX_AVAILABLE_4","TEST"
"TID_SEASON_ENDED_NOTI","TEST"
"TID_KEY_BAR_FULL","TEST"
"TID_COME_BACK_NOTIFICATION_SMALL","TEST"
"TID_COME_BACK_NOTIFICATION_MEDIUM","TEST"
"TID_COME_BACK_NOTIFICATION_LARGE","TEST"
"TID_POWER_PLAY_NOTIFICATION","TEST"
"TID_NOTIFICATION_NEW_BRAWLER","TEST"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","TEST"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","TEST"
"TID_A_OUT_OF_B","TEST"
"TID_ENTER_AGE_PROMPT","TEST"
"TID_ENTER_AGE_CONTINUE","TEST"
"TID_ENTER_AGE_GAMEPLAY","TEST"
"TID_ENTER_AGE_TIP","TEST"
"TID_ENTER_AGE_TITLE","TEST"
"TID_ENTER_AGE_LEGAL","TEST"
"TID_CHALLENGE_WON_TITLE","TEST"
"TID_CHALLENGE_REWARD_CLAIM","TEST"
"TID_BUTTON_INVITE_SNS","TEST"
"TID_OFFLINE_FRIENDS","TEST"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","TEST"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","TEST"
"TID_PSG_TEASER_TITLE","TEST"
"TID_PSG_TEASER_INFO","TEST"
"TID_ACCESSORY_BLOCKED_DEAD","TEST"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","TEST"
"TID_ACCESSORY_BLOCKED_COOLDOWN","TEST"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","TEST"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","TEST"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","TEST"
"TID_ACCESSORY_BLOCKED_NO_AMMO","TEST"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","TEST"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","TEST"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","TEST"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","TEST"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","TEST"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","TEST"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","TEST"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","TEST"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","TEST"
"TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER","TEST"
"TID_ACCESSORY_BLOCKED_REQUIRES_WALL","TEST"
"TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED","TEST"
"TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI","TEST"
"TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA","TEST"
"TID_ACCESSORY_BLOCKED_REQUIRES_RAGE","TEST"
"TID_ACCESSORY_BLOCKED_SUPER_REQUIRED","TEST"
"TID_ACCESSORY_BLOCKED_REQUIRES_MECHA","TEST"
"TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE","TEST"
"TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR","TEST"
"TID_ACCESSORY_BLOCKED_SILENCED","TEST"
"TID_ACCESSORY_BLOCKED_RANGE_TO_TURRET","TEST"
"TID_ACCESSORY_BLOCKED_MIND_CONTROL","TEST"
"TID_ACCESSORY_BLOCKED_NOT_ATTACHED","TEST"
"TID_ACCESSORY_BLOCKED_SKILL_ACTIVE","TEST"
"TID_ACCESSORY_BLOCKED_NO_DAMAGE_TAKEN_RECENTLY","TEST"
"TID_ACCESSORY_BLOCKED_CANT_BE_DRILL","TEST"
"TID_ACCESSORY_BLOCKED_MUST_BE_DRILL","TEST"
"TID_ACCESSORY_BLOCKED_ULTI_NOT_CHARGED","TEST"
"TID_WALLY_SHORT_DESC","TEST"
"TID_WALLY_DESC","TEST"
"TID_WALLY_WEAPON","TEST"
"TID_WALLY_WEAPON_DESC","TEST"
"TID_WALLY_ULTI","TEST"
"TID_WALLY_ULTI_DESC","TEST"
"TID_SPEC_ABI_WALLY_1","TEST"
"TID_SPEC_ABI_WALLY_1_DESC","TEST"
"TID_SPEC_ABI_WALLY_2","TEST"
"TID_SPEC_ABI_WALLY_2_DESC","TEST"
"TID_DRILLER_SHORT_DESC","TEST"
"TID_DRILLER_DESC","TEST"
"TID_DRILLER_WEAPON","TEST"
"TID_DRILLER_WEAPON_DESC","TEST"
"TID_DRILLER_ULTI","TEST"
"TID_DRILLER_ULTI_DESC","TEST"
"TID_SPEC_ABI_DRILLER_1","TEST"
"TID_SPEC_ABI_DRILLER_1_DESC","TEST"
"TID_SPEC_ABI_DRILLER_2","TEST"
"TID_SPEC_ABI_DRILLER_2_DESC","TEST"
"TID_ACCESSORY_GROW_BUSH_DESC","TEST"
"TID_ACCESSORY_CROW_SHIELD_DESC","TEST"
"TID_ACCESSORY_WALLY_HEAL_DESC","TEST"
"TID_ACCESSORY_ROCKET_JUMP_DESC","TEST"
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","TEST"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","TEST"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","TEST"
"TID_ACCESSORY_PET_SLAM_DESC","TEST"
"TID_ACCESSORY_BARKEEP_SLOW_DESC","TEST"
"TID_ACCESSORY_JESSIE_SLOW_DESC","TEST"
"TID_ACCESSORY_GENE_PUSH_DESC","TEST"
"TID_ACCESSORY_TICK_EXTRA_MINES_DESC","TEST"
"TID_ACCESSORY_MAX_DASH_DESC","TEST"
"TID_ACCESSORY_SHELLY_DASH_DESC","TEST"
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","TEST"
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","TEST"
"TID_ACCESSORY_TNT_SPIN_DESC","TEST"
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","TEST"
"TID_ACCESSORY_BARREL_SPIN_DESC","TEST"
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","TEST"
"TID_ACCESSORY_CARL_TRAIL_DESC","TEST"
"TID_ACCESSORY_BOW_TOTEM_DESC","TEST"
"TID_ACCESSORY_PRIMO_GRAB_DESC","TEST"
"TID_ACCESSORY_MORTIS_SWING_DESC","TEST"
"TID_ACCESSORY_TARA_VISION_DESC","TEST"
"TID_ACCESSORY_POCO_REGEN_DESC","TEST"
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","TEST"
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","TEST"
"TID_ACCESSORY_SANDY_SLEEP_DESC","TEST"
"TID_ACCESSORY_BEE_SNIPER_SLOW_DESC","TEST"
"TID_ACCESSORY_BULL_HEAL_DESC","TEST"
"TID_ACCESSORY_GUNSLINGER_RELOAD_DESC","TEST"
"TID_ACCESSORY_MUMMY_PUSH_DESC","TEST"
"TID_ACCESSORY_NINJA_FAKE_DESC","TEST"
"TID_ACCESSORY_BASEBALL_HEAL_DESC","TEST"
"TID_ACCESSORY_GROW_BUSH","TEST"
"TID_ACCESSORY_CROW_SHIELD","TEST"
"TID_ACCESSORY_WALLY_HEAL","TEST"
"TID_ACCESSORY_ROCKET_JUMP","TEST"
"TID_ACCESSORY_RICO_SHOOT_AROUND","TEST"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND","TEST"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET","TEST"
"TID_ACCESSORY_PET_SLAM","TEST"
"TID_ACCESSORY_BARKEEP_SLOW","TEST"
"TID_ACCESSORY_JESSIE_SLOW","TEST"
"TID_ACCESSORY_GENE_PUSH","TEST"
"TID_ACCESSORY_TICK_EXTRA_MINES","TEST"
"TID_ACCESSORY_MAX_DASH","TEST"
"TID_ACCESSORY_SHELLY_DASH","TEST"
"TID_ACCESSORY_DRILLER_SPEED_BOOST","TEST"
"TID_ACCESSORY_TOWER_BURST_HEAL","TEST"
"TID_ACCESSORY_TNT_SPIN","TEST"
"TID_ACCESSORY_TELEPORT_TO_PET","TEST"
"TID_ACCESSORY_BARREL_SPIN","TEST"
"TID_ACCESSORY_FRANK_CC_IMMUNITY","TEST"
"TID_ACCESSORY_CARL_TRAIL","TEST"
"TID_ACCESSORY_BOW_TOTEM","TEST"
"TID_ACCESSORY_PRIMO_GRAB","TEST"
"TID_ACCESSORY_MORTIS_SWING","TEST"
"TID_ACCESSORY_TARA_VISION","TEST"
"TID_ACCESSORY_POCO_REGEN","TEST"
"TID_ACCESSORY_SNIPER_HANDGUN","TEST"
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE","TEST"
"TID_ACCESSORY_SANDY_SLEEP","TEST"
"TID_ACCESSORY_BEE_SNIPER_SLOW","TEST"
"TID_ACCESSORY_BULL_HEAL","TEST"
"TID_ACCESSORY_GUNSLINGER_RELOAD","TEST"
"TID_ACCESSORY_MUMMY_PUSH","TEST"
"TID_ACCESSORY_NINJA_FAKE","TEST"
"TID_ACCESSORY_BASEBALL_HEAL","TEST"
"TID_KAKAO_TEAM_INVITE","TEST"
"TID_KAKAO_TEAM_INVITING","TEST"
"TID_KAKAO_TEAM_INVITED_SUCCESS","TEST"
"TID_KAKAO_TEAM_INVITED_FAILED_DISABLED","TEST"
"TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT","TEST"
"TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT","TEST"
"TID_KAKAO_TEAM_INVITED_FAILED_GENERIC","TEST"
"TID_MUTE_FREE_TEXT_CHAT","TEST"
"TID_QUICK_MESSAGE_LETS_CHAT","TEST"
"TID_FAMILY_FRIENDLY","TEST"
"TID_CLAN_INFO_FF_NOTICE","TEST"
"TID_CLAN_INFO_FF_INFO","TEST"
"TID_CLAN_INFO_FF_NOTICE_ON_OFF","TEST"
"TID_SETTINGS_AGE_TITLE","TEST"
"TID_POPUP_AGE_TITLE","TEST"
"TID_POPUP_AGE_CONTINUE","TEST"
"TID_POPUP_AGE_DAY","TEST"
"TID_POPUP_AGE_MONTH","TEST"
"TID_POPUP_AGE_YEAR","TEST"
"TID_TEAM_SETTING_ACCESSORIES","TEST"
"TID_FREE_TEXT_CHAT_MUTED","TEST"
"TID_PSG_SHELLY_SKIN","TEST"
"TID_PSG_SHELLY_SKIN_SHOP","TEST"
"TID_COACH_MIKE_SKIN","TEST"
"TID_COACH_MIKE_SKIN_SHOP","TEST"
"TID_MASCOT_DARRYL_SKIN","TEST"
"TID_MASCOT_DARRYL_SKIN_SHOP","TEST"
"TID_HORUS_BO_SKIN","TEST"
"TID_HORUS_BO_SKIN_SHOP","TEST"
"TID_TANUKI_JESSIE_SKIN","TEST"
"TID_TANUKI_JESSIE_SKIN_SHOP","TEST"
"TID_BLACK_BUNNY_PENNY_SKIN","TEST"
"TID_BLACK_BUNNY_PENNY_SKIN_SHOP","TEST"
"TID_COLLEGE_EMZ_SKIN","TEST"
"TID_COLLEGE_EMZ_SKIN_SHOP","TEST"
"TID_IAP_PSG_WEEKEND","TEST"
"TID_IAP_APRIL20_0","TEST"
"TID_IAP_GOLDENWEEK20","TEST"
"TID_IAP_APRIL20_1","TEST"
"TID_IAP_APRIL20_2","TEST"
"TID_BALL_30","TEST"
"TID_BALL_31","TEST"
"TID_BALL_32","TEST"
"TID_BALL_33","TEST"
"TID_BALL_34","TEST"
"TID_BATTLE_ROYALE_44","TEST"
"TID_ACCESSORY_BLOCKED_PORTER_ALREADY_PROMOTED","TEST"
"TID_ACCESSORY_BLOCKED_TARGET_ALREADY_ACTIVE","TEST"
"TID_ACCESSORY_BLOCKED_FULL_AMMO","TEST"
"TID_ENTER_BIRTHDAY_BUTTON","TEST"
"TID_FREE_TEXT_CHAT_MUTED_OTHER","TEST"
"TID_FREE_TEXT_CHAT_MUTED_LFG","TEST"
"TID_FREE_TEXT_CHAT_MUTED_YOU","TEST"
"TID_SKIN_INFO_CAMPAIGN_6_NOT_AVAILABLE","TEST"
"TID_KAKAO_TEAM_INVITED","TEST"
"TID_SKIN_INFO_CAMPAIGN_7_SC_MAKE","TEST"
"TID_SKIN_INFO_CAMPAIGN_7_NOT_AVAILABLE","TEST"
"TID_CLAN_CANNOT_JOIN_NON_FF_CLAN","TEST"
"TID_ALLIANCE_FF_FAILED_NO_RIGHTS","TEST"
"TID_QQ_LOGIN_BUTTON","TEST"
"TID_WECHAT_LOGIN_BUTTON","TEST"
"TID_GUEST_LOGIN_BUTTON","TEST"
"TID_WECHAT_LOGGED_IN","TEST"
"TID_QQ_LOGGED_IN","TEST"
"TID_WECHAT_LOGOUT_BUTTON","TEST"
"TID_WECHAT_NOT_INSTALLED","TEST"
"TID_SHARE_DIALOG_TITLE","TEST"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","TEST"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","TEST"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","TEST"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","TEST"
"TID_MULTIDEVICE_INFO_TENCENT","TEST"
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","TEST"
"TID_LINK_SAME_PLATFORM_TENCENT","TEST"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","TEST"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","TEST"
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","TEST"
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","TEST"
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","TEST"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","TEST"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","TEST"
"TID_BUTTON_CONFLICTING_ACCOUNT_NO","TEST"
"TID_TENCENT_AUTH_EXPIRED","TEST"
"TID_BLOWER","TEST"
"TID_BLOWER_SHORT_DESC","TEST"
"TID_BLOWER_DESC","TEST"
"TID_BLOWER_WEAPON","TEST"
"TID_BLOWER_WEAPON_DESC","TEST"
"TID_BLOWER_ULTI","TEST"
"TID_BLOWER_ULTI_DESC","TEST"
"TID_SPEC_ABI_BLOWER_1","TEST"
"TID_SPEC_ABI_BLOWER_1_DESC","TEST"
"TID_SPEC_ABI_BLOWER_2","TEST"
"TID_SPEC_ABI_BLOWER_2_DESC","TEST"
"TID_CONTROLLER","TEST"
"TID_CONTROLLER_SHORT_DESC","TEST"
"TID_CONTROLLER_DESC","TEST"
"TID_CONTROLLER_WEAPON","TEST"
"TID_CONTROLLER_WEAPON_DESC","TEST"
"TID_CONTROLLER_ULTI","TEST"
"TID_CONTROLLER_ULTI_DESC","TEST"
"TID_SPEC_ABI_CONTROLLER_1","TEST"
"TID_SPEC_ABI_CONTROLLER_1_DESC","TEST"
"TID_SPEC_ABI_CONTROLLER_2","TEST"
"TID_SPEC_ABI_CONTROLLER_2_DESC","TEST"
"TID_EDIT_CONTROLS","TEST"
"TID_EDIT_SAVE","TEST"
"TID_EDIT_MOVEMENT","TEST"
"TID_EDIT_ATTACK","TEST"
"TID_EDIT_REVERT","TEST"
"TID_EDIT_SCALE","TEST"
"TID_EDIT_HINT_DRAG","TEST"
"TID_EDIT_HINT_PROPS","TEST"
"TID_EDIT_FIXED_JOYSTICK","TEST"
"TID_YOOZOO_LOGIN_AGREEMENT","TEST"
"TID_YOOZOO_LOGIN_UA","TEST"
"TID_YOOZOO_LOGIN_PP","TEST"
"TID_YOOZOO_LOGIN_BUTTON","TEST"
"TID_YOOZOO_LOGIN_DESC","TEST"
"TID_SETTINGS_LOGOUT_BUTTON","TEST"
"TID_ACCESSORY_BLOWER_TRAMPOLINE","TEST"
"TID_ACCESSORY_BLOWER_TRAMPOLINE_DESC","TEST"
"TID_ACCESSORY_CONTROLLER_EXPLODE","TEST"
"TID_ACCESSORY_CONTROLLER_EXPLODE_DESC","TEST"
"TID_ACCESSORY_BLOCKED_MISSING_GUIDED_PROJECTILE","TEST"
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1","TEST"
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2","TEST"
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3","TEST"
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING","TEST"
